"event","level","Rank","Name","NAT","round","DD","Score","judge_num","judge_name"
" men's 10m platform","preliminary",30,"RAMOS RODRIGUEZ Carlos Daniel","CUB","5",3.2,7,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",30,"RAMOS RODRIGUEZ Carlos Daniel","CUB","5",3.2,7,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",30,"RAMOS RODRIGUEZ Carlos Daniel","CUB","5",3.2,7.5,5," WIERNIUK Anna"
" men's 10m platform","preliminary",30,"RAMOS RODRIGUEZ Carlos Daniel","CUB","5",3.2,8,6," ASADA Masako"
" men's 10m platform","preliminary",30,"RAMOS RODRIGUEZ Carlos Daniel","CUB","5",3.2,7,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",30,"RAMOS RODRIGUEZ Carlos Daniel","CUB","6",2.8,3.5,1," RAO Lang"
" men's 10m platform","preliminary",30,"RAMOS RODRIGUEZ Carlos Daniel","CUB","6",2.8,3.5,2," PETERSON Gord"
" men's 10m platform","preliminary",30,"RAMOS RODRIGUEZ Carlos Daniel","CUB","6",2.8,3,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",30,"RAMOS RODRIGUEZ Carlos Daniel","CUB","6",2.8,4,4," SANTOS Isabel"
" men's 10m platform","preliminary",30,"RAMOS RODRIGUEZ Carlos Daniel","CUB","6",2.8,4.5,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",30,"RAMOS RODRIGUEZ Carlos Daniel","CUB","6",2.8,4,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",30,"RAMOS RODRIGUEZ Carlos Daniel","CUB","6",2.8,4,7," BARTH Michael"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","1",3.2,7,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","1",3.2,6.5,2," REIS Violeta"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","1",3.2,7,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","1",3.2,6.5,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","1",3.2,6.5,5," WIERNIUK Anna"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","1",3.2,6,6," ASADA Masako"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","1",3.2,7,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","2",3.2,6,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","2",3.2,6.5,2," REIS Violeta"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","2",3.2,6.5,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","2",3.2,6,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","2",3.2,6.5,5," WIERNIUK Anna"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","2",3.2,7,6," ASADA Masako"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","2",3.2,7,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","3",3.3,4,1," RAO Lang"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","3",3.3,4.5,2," PETERSON Gord"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","3",3.3,4,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","3",3.3,5.5,4," SANTOS Isabel"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","3",3.3,3.5,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","3",3.3,4,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","3",3.3,4.5,7," BARTH Michael"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","4",3,7.5,1," RAO Lang"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","4",3,6.5,2," PETERSON Gord"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","4",3,7.5,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","4",3,7,4," SANTOS Isabel"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","4",3,7,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","4",3,7,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","4",3,7.5,7," BARTH Michael"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","5",3,6,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","5",3,6,2," REIS Violeta"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","5",3,5.5,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","5",3,5,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","5",3,5.5,5," WIERNIUK Anna"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","5",3,4.5,6," ASADA Masako"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","5",3,5,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","6",3.2,7.5,1," RAO Lang"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","6",3.2,7.5,2," PETERSON Gord"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","6",3.2,7,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","6",3.2,7,4," SANTOS Isabel"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","6",3.2,7,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","6",3.2,6.5,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",31,"VERZOTTO Maicol","ITA","6",3.2,6,7," BARTH Michael"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","1",3,6,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","1",3,6,2," REIS Violeta"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","1",3,6,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","1",3,6,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","1",3,6.5,5," WIERNIUK Anna"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","1",3,5.5,6," ASADA Masako"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","1",3,6.5,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","2",2.9,7,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","2",2.9,8,2," REIS Violeta"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","2",2.9,7.5,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","2",2.9,7.5,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","2",2.9,7.5,5," WIERNIUK Anna"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","2",2.9,7,6," ASADA Masako"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","2",2.9,8,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","3",2.8,6.5,1," RAO Lang"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","3",2.8,6,2," PETERSON Gord"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","3",2.8,6.5,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","3",2.8,6.5,4," SANTOS Isabel"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","3",2.8,6.5,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","3",2.8,6.5,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","3",2.8,7,7," BARTH Michael"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","4",2.8,8,1," RAO Lang"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","4",2.8,8.5,2," PETERSON Gord"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","4",2.8,8,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","4",2.8,7.5,4," SANTOS Isabel"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","4",2.8,8,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","4",2.8,8,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","4",2.8,8,7," BARTH Michael"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","5",3.2,7,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","5",3.2,7,2," REIS Violeta"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","5",3.2,7.5,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","5",3.2,7,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","5",3.2,8,5," WIERNIUK Anna"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","5",3.2,8,6," ASADA Masako"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","5",3.2,8,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","6",3.2,3,1," RAO Lang"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","6",3.2,2.5,2," PETERSON Gord"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","6",3.2,3,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","6",3.2,3,4," SANTOS Isabel"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","6",3.2,3,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","6",3.2,3,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",32,"MOLVALIS Nikolaos","GRE","6",3.2,2.5,7," BARTH Michael"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","1",3,8,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","1",3,7.5,2," REIS Violeta"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","1",3,7,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","1",3,7.5,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","1",3,8,5," WIERNIUK Anna"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","1",3,7.5,6," ASADA Masako"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","1",3,8,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","2",2.8,7,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","2",2.8,6.5,2," REIS Violeta"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","2",2.8,6.5,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","2",2.8,6,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","2",2.8,6.5,5," WIERNIUK Anna"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","2",2.8,6.5,6," ASADA Masako"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","2",2.8,6.5,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","3",3.2,6.5,1," RAO Lang"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","3",3.2,6.5,2," PETERSON Gord"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","3",3.2,6,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","3",3.2,6.5,4," SANTOS Isabel"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","3",3.2,6.5,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","3",3.2,5.5,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","3",3.2,7,7," BARTH Michael"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","4",3.3,4,1," RAO Lang"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","4",3.3,4,2," PETERSON Gord"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","4",3.3,4,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","4",3.3,3,4," SANTOS Isabel"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","4",3.3,4,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","4",3.3,3.5,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","4",3.3,4,7," BARTH Michael"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","5",3.2,5,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","5",3.2,4.5,2," REIS Violeta"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","5",3.2,5.5,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","5",3.2,5,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","5",3.2,5.5,5," WIERNIUK Anna"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","5",3.2,6,6," ASADA Masako"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","5",3.2,5,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","6",3.2,7,1," RAO Lang"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","6",3.2,6.5,2," PETERSON Gord"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","6",3.2,6.5,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","6",3.2,6.5,4," SANTOS Isabel"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","6",3.2,7,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","6",3.2,6.5,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",33,"VAZQUEZ BAS Emanuel","PUR","6",3.2,7.5,7," BARTH Michael"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","1",3.2,7,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","1",3.2,7,2," REIS Violeta"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","1",3.2,7.5,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","1",3.2,8,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","1",3.2,9,5," WIERNIUK Anna"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","1",3.2,7,6," ASADA Masako"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","1",3.2,8,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","2",3.2,7,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","2",3.2,7.5,2," REIS Violeta"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","2",3.2,7,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","2",3.2,7,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","2",3.2,7.5,5," WIERNIUK Anna"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","2",3.2,6,6," ASADA Masako"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","2",3.2,7,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","3",2.8,5.5,1," RAO Lang"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","3",2.8,5,2," PETERSON Gord"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","3",2.8,3.5,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","3",2.8,5.5,4," SANTOS Isabel"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","3",2.8,5.5,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","3",2.8,4.5,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","3",2.8,4,7," BARTH Michael"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","4",3.3,3,1," RAO Lang"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","4",3.3,3.5,2," PETERSON Gord"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","4",3.3,4,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","4",3.3,4.5,4," SANTOS Isabel"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","4",3.3,3.5,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","4",3.3,2.5,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","4",3.3,2.5,7," BARTH Michael"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","5",3.2,7,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","5",3.2,7,2," REIS Violeta"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","5",3.2,7,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","5",3.2,6.5,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","5",3.2,6.5,5," WIERNIUK Anna"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","5",3.2,7.5,6," ASADA Masako"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","5",3.2,7.5,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","6",3,6,1," RAO Lang"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","6",3,6.5,2," PETERSON Gord"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","6",3,4,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","6",3,6.5,4," SANTOS Isabel"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","6",3,6.5,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","6",3,5.5,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",34,"JABILLIN Jellson","MAS","6",3,6,7," BARTH Michael"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","1",3,7,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","1",3,7.5,2," REIS Violeta"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","1",3,7,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","1",3,7.5,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","1",3,7.5,5," WIERNIUK Anna"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","1",3,6,6," ASADA Masako"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","1",3,7.5,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","2",2.9,7,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","2",2.9,7,2," REIS Violeta"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","2",2.9,7.5,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","2",2.9,6.5,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","2",2.9,7.5,5," WIERNIUK Anna"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","2",2.9,7,6," ASADA Masako"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","2",2.9,7,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","3",3.1,4.5,1," RAO Lang"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","3",3.1,5,2," PETERSON Gord"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","3",3.1,4.5,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","3",3.1,4.5,4," SANTOS Isabel"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","3",3.1,3.5,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","3",3.1,4.5,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","3",3.1,3.5,7," BARTH Michael"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","4",2.8,6.5,1," RAO Lang"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","4",2.8,6,2," PETERSON Gord"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","4",2.8,6.5,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","4",2.8,6,4," SANTOS Isabel"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","4",2.8,6.5,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","4",2.8,6,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","4",2.8,6.5,7," BARTH Michael"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","5",3.2,4.5,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","5",3.2,4,2," REIS Violeta"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","5",3.2,4.5,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","5",3.2,4,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","5",3.2,4.5,5," WIERNIUK Anna"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","5",3.2,4.5,6," ASADA Masako"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","5",3.2,4.5,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","6",3.2,7,1," RAO Lang"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","6",3.2,7,2," PETERSON Gord"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","6",3.2,7,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","6",3.2,7,4," SANTOS Isabel"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","6",3.2,7,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","6",3.2,6.5,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",35,"TSIRIKOS Athanasios","GRE","6",3.2,6,7," BARTH Michael"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","1",3,7.5,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","1",3,7,2," REIS Violeta"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","1",3,7,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","1",3,7.5,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","1",3,7,5," WIERNIUK Anna"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","1",3,6.5,6," ASADA Masako"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","1",3,7,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","2",3.2,4,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","2",3.2,4,2," REIS Violeta"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","2",3.2,4,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","2",3.2,4,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","2",3.2,4,5," WIERNIUK Anna"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","2",3.2,4,6," ASADA Masako"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","2",3.2,4,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","3",3.3,7.5,1," RAO Lang"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","3",3.3,7.5,2," PETERSON Gord"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","3",3.3,7,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","3",3.3,7.5,4," SANTOS Isabel"
