"event","level","Rank","Name","NAT","round","DD","Score","judge_num","judge_name"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","3",3.3,7,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","3",3.3,6.5,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","3",3.3,6.5,7," BARTH Michael"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","4",3.3,5.5,1," RAO Lang"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","4",3.3,5,2," PETERSON Gord"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","4",3.3,4.5,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","4",3.3,5.5,4," SANTOS Isabel"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","4",3.3,5,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","4",3.3,4,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","4",3.3,4.5,7," BARTH Michael"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","5",3.3,5,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","5",3.3,5,2," REIS Violeta"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","5",3.3,5,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","5",3.3,5.5,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","5",3.3,5.5,5," WIERNIUK Anna"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","5",3.3,5.5,6," ASADA Masako"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","5",3.3,5,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","6",3.4,5,1," RAO Lang"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","6",3.4,5.5,2," PETERSON Gord"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","6",3.4,5,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","6",3.4,5,4," SANTOS Isabel"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","6",3.4,6,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","6",3.4,6,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",36,"BROWN Nathan","NZL","6",3.4,5,7," BARTH Michael"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","1",3.2,5.5,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","1",3.2,6,2," REIS Violeta"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","1",3.2,5,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","1",3.2,4.5,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","1",3.2,5,5," WIERNIUK Anna"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","1",3.2,6,6," ASADA Masako"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","1",3.2,4.5,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","2",3,6,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","2",3,6,2," REIS Violeta"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","2",3,6,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","2",3,5,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","2",3,5,5," WIERNIUK Anna"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","2",3,6,6," ASADA Masako"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","2",3,5,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","3",3.3,6,1," RAO Lang"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","3",3.3,5.5,2," PETERSON Gord"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","3",3.3,5.5,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","3",3.3,6.5,4," SANTOS Isabel"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","3",3.3,6,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","3",3.3,6,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","3",3.3,5.5,7," BARTH Michael"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","4",3.2,4.5,1," RAO Lang"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","4",3.2,4.5,2," PETERSON Gord"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","4",3.2,4.5,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","4",3.2,5,4," SANTOS Isabel"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","4",3.2,5,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","4",3.2,5,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","4",3.2,4.5,7," BARTH Michael"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","5",3.2,6,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","5",3.2,6,2," REIS Violeta"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","5",3.2,7,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","5",3.2,6,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","5",3.2,6.5,5," WIERNIUK Anna"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","5",3.2,7,6," ASADA Masako"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","5",3.2,7,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","6",3.4,5.5,1," RAO Lang"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","6",3.4,6,2," PETERSON Gord"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","6",3.4,5.5,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","6",3.4,6,4," SANTOS Isabel"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","6",3.4,5,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","6",3.4,5,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",37,"LOTFI Dariush","AUT","6",3.4,5.5,7," BARTH Michael"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","1",3.2,7,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","1",3.2,6.5,2," REIS Violeta"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","1",3.2,7,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","1",3.2,7,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","1",3.2,6,5," WIERNIUK Anna"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","1",3.2,6,6," ASADA Masako"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","1",3.2,7,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","2",3.4,3,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","2",3.4,2.5,2," REIS Violeta"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","2",3.4,2.5,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","2",3.4,3,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","2",3.4,3,5," WIERNIUK Anna"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","2",3.4,2.5,6," ASADA Masako"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","2",3.4,3,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","3",3,6,1," RAO Lang"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","3",3,6,2," PETERSON Gord"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","3",3,5.5,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","3",3,6.5,4," SANTOS Isabel"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","3",3,5.5,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","3",3,6,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","3",3,5.5,7," BARTH Michael"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","4",3.3,6,1," RAO Lang"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","4",3.3,6,2," PETERSON Gord"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","4",3.3,7,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","4",3.3,6.5,4," SANTOS Isabel"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","4",3.3,6.5,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","4",3.3,6.5,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","4",3.3,6,7," BARTH Michael"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","5",3.3,6,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","5",3.3,5.5,2," REIS Violeta"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","5",3.3,5.5,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","5",3.3,5.5,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","5",3.3,6.5,5," WIERNIUK Anna"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","5",3.3,5,6," ASADA Masako"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","5",3.3,5,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","6",3.2,5,1," RAO Lang"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","6",3.2,5,2," PETERSON Gord"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","6",3.2,4.5,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","6",3.2,4.5,4," SANTOS Isabel"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","6",3.2,5,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","6",3.2,5,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",38,"GONZALEZ REYES Jesus","VEN","6",3.2,5.5,7," BARTH Michael"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","1",2.8,8.5,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","1",2.8,7.5,2," REIS Violeta"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","1",2.8,7,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","1",2.8,7.5,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","1",2.8,7.5,5," WIERNIUK Anna"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","1",2.8,7.5,6," ASADA Masako"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","1",2.8,7.5,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","2",3.3,4.5,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","2",3.3,5,2," REIS Violeta"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","2",3.3,4,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","2",3.3,4.5,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","2",3.3,4.5,5," WIERNIUK Anna"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","2",3.3,5.5,6," ASADA Masako"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","2",3.3,5,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","3",3.3,5.5,1," RAO Lang"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","3",3.3,4.5,2," PETERSON Gord"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","3",3.3,4.5,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","3",3.3,4.5,4," SANTOS Isabel"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","3",3.3,6,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","3",3.3,4.5,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","3",3.3,4.5,7," BARTH Michael"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","4",3,6.5,1," RAO Lang"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","4",3,6,2," PETERSON Gord"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","4",3,6.5,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","4",3,7,4," SANTOS Isabel"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","4",3,7,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","4",3,6,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","4",3,6.5,7," BARTH Michael"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","5",3.2,4.5,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","5",3.2,4,2," REIS Violeta"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","5",3.2,4,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","5",3.2,4,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","5",3.2,4.5,5," WIERNIUK Anna"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","5",3.2,5,6," ASADA Masako"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","5",3.2,4.5,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","6",3.3,6,1," RAO Lang"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","6",3.3,4.5,2," PETERSON Gord"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","6",3.3,6,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","6",3.3,6,4," SANTOS Isabel"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","6",3.3,6,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","6",3.3,5.5,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",39,"PEREZ ORTEGA Hector","ESP","6",3.3,5.5,7," BARTH Michael"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","1",3.2,6,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","1",3.2,5.5,2," REIS Violeta"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","1",3.2,6,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","1",3.2,5,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","1",3.2,6.5,5," WIERNIUK Anna"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","1",3.2,6,6," ASADA Masako"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","1",3.2,6,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","2",3,6.5,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","2",3,5.5,2," REIS Violeta"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","2",3,5.5,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","2",3,5.5,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","2",3,6,5," WIERNIUK Anna"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","2",3,5.5,6," ASADA Masako"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","2",3,6,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","3",3.6,4,1," RAO Lang"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","3",3.6,3.5,2," PETERSON Gord"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","3",3.6,3.5,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","3",3.6,4,4," SANTOS Isabel"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","3",3.6,4,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","3",3.6,3.5,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","3",3.6,4,7," BARTH Michael"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","4",3.6,6,1," RAO Lang"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","4",3.6,6.5,2," PETERSON Gord"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","4",3.6,6.5,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","4",3.6,6,4," SANTOS Isabel"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","4",3.6,7,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","4",3.6,6,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","4",3.6,6,7," BARTH Michael"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","5",3.4,2.5,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","5",3.4,3,2," REIS Violeta"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","5",3.4,2,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","5",3.4,3,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","5",3.4,3.5,5," WIERNIUK Anna"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","5",3.4,4,6," ASADA Masako"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","5",3.4,2,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","6",3.6,6.5,1," RAO Lang"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","6",3.6,5.5,2," PETERSON Gord"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","6",3.6,6,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","6",3.6,6,4," SANTOS Isabel"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","6",3.6,6,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","6",3.6,5.5,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",40,"HARUTYUNYAN Vladimir","ARM","6",3.6,5.5,7," BARTH Michael"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","1",3,7,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","1",3,7,2," REIS Violeta"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","1",3,7,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","1",3,6.5,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","1",3,6.5,5," WIERNIUK Anna"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","1",3,7.5,6," ASADA Masako"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","1",3,7,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","2",3.2,5.5,1," FEOKTISTOV Eduard"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","2",3.2,4,2," REIS Violeta"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","2",3.2,5,3," PRANARTA Pranarta"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","2",3.2,4.5,4," PEREZ CANASVERAS Angel Luis"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","2",3.2,4.5,5," WIERNIUK Anna"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","2",3.2,5.5,6," ASADA Masako"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","2",3.2,4.5,7," TOULOUDIS Nikolaos"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","3",3.2,6.5,1," RAO Lang"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","3",3.2,6.5,2," PETERSON Gord"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","3",3.2,6.5,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","3",3.2,6.5,4," SANTOS Isabel"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","3",3.2,7,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","3",3.2,6.5,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","3",3.2,6,7," BARTH Michael"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","4",3,5,1," RAO Lang"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","4",3,5.5,2," PETERSON Gord"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","4",3,5,3," GOLOVAN Anatoliy"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","4",3,4.5,4," SANTOS Isabel"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","4",3,5,5," ROCHA CHAVEZ Sergio"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","4",3,6,6," SCHLEPPS Holger"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","4",3,5.5,7," BARTH Michael"
" men's 10m platform","preliminary",41,"PARDESHI Siddharth Bajrang","IND","5",3.2,6.5,1," FEOKTISTOV Eduard"
