"rank","name","dcountry","divenum","divecode","DD","J1","J2","J3","J4","J5","J6","J7","divepts","diverank","totalpts","overallrank","pointsbehind","event","round","year","competition"
6,"AGUNDEZ Gabriela","SMF",1,"107B",3,7,6.5,6.5,6.5,6.5,6.5,6,"58.50","6",58.5,"6",13.5,"women's 10m platform","semifinal a","2016","World_Series_Beijing"
6,"AGUNDEZ Gabriela","SMF",2,"407C",3.2,7,6,7,6.5,7.5,7,7,"67.20","3",125.7,"5",18.3,"women's 10m platform","semifinal a","2016","World_Series_Beijing"
6,"AGUNDEZ Gabriela","SMF",3,"626C",3.3,6,6,6,5.5,5.5,5.5,5,"56.10","4",181.8,"4",31.5,"women's 10m platform","semifinal a","2016","World_Series_Beijing"
6,"AGUNDEZ Gabriela","SMF",4,"207C",3.3,4,4,3.5,4.5,4,4,3.5,"39.60","6",221.4,"5",59.1,"women's 10m platform","semifinal a","2016","World_Series_Beijing"
6,"AGUNDEZ Gabriela","SMF",5,"5253B",3.2,6.5,6,6.5,6,5.5,6.5,5.5,"59.20","5",280.6,"6",76.7,"women's 10m platform","semifinal a","2016","World_Series_Beijing"
1,"KUZNETSOV Evgenii","RUS",1,"407C",3.4,8,7.5,7.5,8,8,7.5,7.5,"78.20","=2",78.2,"=2",1.7," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
1,"KUZNETSOV Evgenii","RUS",2,"5154B",3.4,7.5,8,8,8,8,7.5,7.5,"79.90","3",158.1,"3",8.5," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
1,"KUZNETSOV Evgenii","RUS",3,"5156B",3.9,6.5,6.5,6,6.5,6,6.5,6,"74.10","=4",232.2,"3",17.65," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
1,"KUZNETSOV Evgenii","RUS",4,"207C",3.6,7,7,7,7,7,7,7,"75.60","2",307.8,"2",8.55," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
1,"KUZNETSOV Evgenii","RUS",5,"307C",3.5,8,8,7.5,8.5,8,8,8.5,"84.00","2",391.8,"2",3.75," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
1,"KUZNETSOV Evgenii","RUS",6,"109C",3.8,8.5,8,8.5,8.5,8,8.5,8.5,"96.90","1",488.7,"1",NA," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
2,"HE Chao","CHN",1,"5154B",3.4,7.5,8,8.5,8,7.5,7.5,8,"79.90","1",79.9,"1",NA," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
2,"HE Chao","CHN",2,"407C",3.4,8.5,8,8.5,9,8.5,8,8.5,"86.70","1",166.6,"1",NA," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
2,"HE Chao","CHN",3,"5172B",3.7,7.5,7.5,8,7.5,7.5,7,7.5,"83.25","1",249.85,"1",NA," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
2,"HE Chao","CHN",4,"307C",3.5,6,6.5,6.5,6,6.5,6.5,6,"66.50","5",316.35,"1",NA," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
2,"HE Chao","CHN",5,"207C",3.6,7.5,8,7.5,6.5,7.5,6.5,7,"79.20","3",395.55,"1",NA," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
2,"HE Chao","CHN",6,"109C",3.8,8,8,8,8.5,8,8.5,8.5,"93.10","2",488.65,"2",0.05," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
3,"LAUGHER Jack","GBR",1,"5154B",3.4,6.5,7.5,7,7,7.5,7,7,"71.40","=4",71.4,"=4",8.5," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
3,"LAUGHER Jack","GBR",2,"307C",3.5,6,6,5.5,5.5,6,5.5,5.5,"59.50","6",130.9,"5",35.7," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
3,"LAUGHER Jack","GBR",3,"407C",3.4,7.5,7.5,7,7.5,7,8,7.5,"76.50","=2",207.4,"5",42.45," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
3,"LAUGHER Jack","GBR",4,"5156B",3.9,7.5,7.5,7.5,7.5,7.5,8,7,"87.75","1",295.15,"4",21.2," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
3,"LAUGHER Jack","GBR",5,"109C",3.8,7.5,7.5,7.5,7.5,7.5,7.5,7.5,"85.50","1",380.65,"3",14.9," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
3,"LAUGHER Jack","GBR",6,"207C",3.6,6.5,7,6,6,6.5,6.5,6.5,"70.20","6",450.85,"3",37.85," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
4,"MEARS Christopher","GBR",1,"407C",3.4,8,7.5,7.5,8,7.5,8,7.5,"78.20","=2",78.2,"=2",1.7," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
4,"MEARS Christopher","GBR",2,"307C",3.5,7.5,7.5,7.5,7.5,8,8,8,"80.50","2",158.7,"2",7.9," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
4,"MEARS Christopher","GBR",3,"5154B",3.4,7.5,7.5,7.5,7,7.5,7.5,7,"76.50","=2",235.2,"2",14.65," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
4,"MEARS Christopher","GBR",4,"205B",3,7,7,6.5,7,7,7,7,"63.00","6",298.2,"3",18.15," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
4,"MEARS Christopher","GBR",5,"5156B",3.9,5.5,6.5,5.5,5,5.5,5.5,5.5,"64.35","6",362.55,"4",33," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
4,"MEARS Christopher","GBR",6,"109C",3.8,7,6.5,7.5,7,7,7,7,"79.80","4",442.35,"4",46.35," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
5,"WOO Haram","KOR",1,"5154B",3.4,7,7,7,7,7.5,6.5,7.5,"71.40","=4",71.4,"=4",8.5," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
5,"WOO Haram","KOR",2,"407C",3.4,7,7.5,7,7,7,6.5,7,"71.40","4",142.8,"4",23.8," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
5,"WOO Haram","KOR",3,"109C",3.8,7,6.5,6.5,6.5,7,6,6.5,"74.10","=4",216.9,"4",32.95," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
5,"WOO Haram","KOR",4,"307C",3.5,7,7,7,7.5,7,7.5,6.5,"73.50","3",290.4,"5",25.95," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
5,"WOO Haram","KOR",5,"205B",3,7.5,7,7.5,7,7,7,7.5,"64.50","5",354.9,"5",40.65," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
5,"WOO Haram","KOR",6,"5156B",3.9,6,6.5,5,6.5,6.5,5.5,6,"72.15","5",427.05,"5",61.65," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
6,"GAGNE Philippe","CAN",1,"205B",3,5.5,6,6.5,5.5,6,6,6,"54.00","6",54,"6",25.9," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
6,"GAGNE Philippe","CAN",2,"107B",3.1,7.5,7.5,7.5,7.5,7.5,7.5,7.5,"69.75","5",123.75,"6",42.85," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
6,"GAGNE Philippe","CAN",3,"5154B",3.4,5.5,5.5,6.5,6,6,6.5,6.5,"62.90","6",186.65,"6",63.2," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
6,"GAGNE Philippe","CAN",4,"407C",3.4,7,7,7,6.5,7,7,7,"71.40","4",258.05,"6",58.3," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
6,"GAGNE Philippe","CAN",5,"307C",3.5,7,6.5,7.5,7,7.5,7.5,7,"75.25","4",333.3,"6",62.25," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
6,"GAGNE Philippe","CAN",6,"5337D",3.5,7,7.5,8,6.5,7.5,8,8,"80.50","3",413.8,"6",74.9," men's 3m springboard","semifinal b","2016","World_Series_Beijing"
1,"SHI Tingmao","CHN",1,"405B",3,8,8,7.5,8,8.5,8,7,"72.00","1",72,"1",NA,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
1,"SHI Tingmao","CHN",2,"205B",3,8,8,7.5,8,8,7.5,8,"72.00","1",144,"1",NA,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
1,"SHI Tingmao","CHN",3,"305B",3,8,8.5,8,8.5,8,8,7.5,"72.00","1",216,"1",NA,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
1,"SHI Tingmao","CHN",4,"107B",3.1,8.5,8,7.5,7.5,7.5,8,8,"72.85","1",288.85,"1",NA,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
1,"SHI Tingmao","CHN",5,"5152B",3,8,8.5,8,8,8,8.5,8,"72.00","=1",360.85,"1",NA,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
2,"KEENEY Maddison","AUS",1,"205B",3,5.5,6,6.5,6,7,7,6.5,"57.00","5",57,"5",15,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
2,"KEENEY Maddison","AUS",2,"305B",3,7,7,7,7,7,7.5,7.5,"63.00","=3",120,"5",24,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
2,"KEENEY Maddison","AUS",3,"405B",3,8,7.5,8,7.5,8,8,7.5,"70.50","2",190.5,"4",25.5,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
2,"KEENEY Maddison","AUS",4,"107B",3.1,8,7.5,7.5,7,8,7.5,8,"71.30","2",261.8,"2",27.05,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
2,"KEENEY Maddison","AUS",5,"5154B",3.4,7,6,7,6.5,7,7,6.5,"69.70","3",331.5,"2",29.35,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
3,"WARE Pamela","CAN",1,"205B",3,7.5,7.5,7.5,7.5,7.5,7.5,7.5,"67.50","2",67.5,"2",4.5,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
3,"WARE Pamela","CAN",2,"107B",3.1,7,7,7.5,7.5,7,7.5,7.5,"68.20","2",135.7,"2",8.3,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
3,"WARE Pamela","CAN",3,"405B",3,7,6.5,7,7,6.5,6.5,7,"61.50","6",197.2,"2",18.8,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
3,"WARE Pamela","CAN",4,"305B",3,7,7,7,7.5,7,7.5,7.5,"64.50","3",261.7,"3",27.15,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
3,"WARE Pamela","CAN",5,"5154B",3.4,6.5,6,6.5,6.5,6,6,6,"62.90","5",324.6,"3",36.25,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
4,"CAGNOTTO Tania","ITA",1,"205B",3,7,7,7,7,7,7,7,"63.00","=3",63,"=3",9,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
4,"CAGNOTTO Tania","ITA",2,"405B",3,7,7,7,7.5,7,7,7,"63.00","=3",126,"3",18,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
4,"CAGNOTTO Tania","ITA",3,"5152B",3,7.5,7,7.5,6.5,7.5,7,7.5,"66.00","3",192,"3",24,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
4,"CAGNOTTO Tania","ITA",4,"107B",3.1,6,6,6,5.5,5.5,6,6.5,"*37.20","6",229.2,"5",59.65,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
4,"CAGNOTTO Tania","ITA",5,"305B",3,8,7.5,8,8.5,8.5,8,8,"72.00","=1",301.2,"4",59.65,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
5,"KESAR Viktoriya","UKR",1,"405B",3,4.5,5,5,4.5,4,5,4,"42.00","6",42,"6",30,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
5,"KESAR Viktoriya","UKR",2,"5152B",3,6.5,6.5,7,6.5,7,6.5,6.5,"58.50","=5",100.5,"6",43.5,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
5,"KESAR Viktoriya","UKR",3,"205B",3,7,7,7,6.5,7,7,6.5,"63.00","=4",163.5,"6",52.5,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
5,"KESAR Viktoriya","UKR",4,"305B",3,7,6.5,7,6.5,6.5,6.5,6,"58.50","5",222,"6",66.85,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
5,"KESAR Viktoriya","UKR",5,"107B",3.1,7,7,7.5,7,7.5,7,7,"65.10","4",287.1,"5",73.75,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
6,"BAZHINA Nadezhda","RUS",1,"205B",3,7,7,7,7,7,7,7.5,"63.00","=3",63,"=3",9,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
6,"BAZHINA Nadezhda","RUS",2,"5152B",3,7,6.5,6.5,7,6.5,6,6.5,"58.50","=5",121.5,"4",22.5,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
6,"BAZHINA Nadezhda","RUS",3,"405B",3,7,7,7,7,7,7,6.5,"63.00","=4",184.5,"5",31.5,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
6,"BAZHINA Nadezhda","RUS",4,"107B",3.1,6,6,6.5,6.5,6.5,6,6.5,"58.90","4",243.4,"4",45.45,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
6,"BAZHINA Nadezhda","RUS",5,"305B",3,4,3,3.5,4,3.5,4,4,"34.50","6",277.9,"6",82.95,"women's 3m springboard","semifinal b","2016","World_Series_Beijing"
1,"QIU Bo","CHN",1,"307C",3.4,9.5,9,9.5,9,9.5,8.5,8.5,"93.50","1",93.5,"1",NA," men's 10m platform","semifinal b","2016","World_Series_Beijing"
1,"QIU Bo","CHN",2,"407B",3.5,8,8.5,8,8,8.5,8,8.5,"85.75","1",179.25,"1",NA," men's 10m platform","semifinal b","2016","World_Series_Beijing"
1,"QIU Bo","CHN",3,"626B",3.5,4,4.5,4.5,4.5,5,5,4.5,"47.25","5",226.5,"1",NA," men's 10m platform","semifinal b","2016","World_Series_Beijing"
1,"QIU Bo","CHN",4,"207B",3.6,9,9,9,9.5,9,9,8.5,"97.20","1",323.7,"1",NA," men's 10m platform","semifinal b","2016","World_Series_Beijing"
1,"QIU Bo","CHN",5,"5156B",3.8,8,8.5,8.5,8,9,8.5,8,"95.00","1",418.7,"1",NA," men's 10m platform","semifinal b","2016","World_Series_Beijing"
1,"QIU Bo","CHN",6,"109C",3.7,8.5,8.5,9,9,8.5,9,9,"98.05","1",516.75,"1",NA," men's 10m platform","semifinal b","2016","World_Series_Beijing"
2,"DALEY Thomas","GBR",1,"407C",3.2,9,8,8.5,8.5,9,9,9,"84.80","2",84.8,"2",8.7," men's 10m platform","semifinal b","2016","World_Series_Beijing"
2,"DALEY Thomas","GBR",2,"5172B",3.6,8.5,7.5,8,7.5,7.5,7.5,7.5,"81.00","2",165.8,"2",13.45," men's 10m platform","semifinal b","2016","World_Series_Beijing"
2,"DALEY Thomas","GBR",3,"626B",3.5,5.5,5.5,6.5,5.5,5,6,5.5,"57.75","3",223.55,"2",2.95," men's 10m platform","semifinal b","2016","World_Series_Beijing"
2,"DALEY Thomas","GBR",4,"109C",3.7,8.5,8.5,8.5,8.5,9,9,9,"96.20","2",319.75,"2",3.95," men's 10m platform","semifinal b","2016","World_Series_Beijing"
2,"DALEY Thomas","GBR",5,"307C",3.4,9,9,9,9,9,9,9,"91.80","2",411.55,"2",7.15," men's 10m platform","semifinal b","2016","World_Series_Beijing"
2,"DALEY Thomas","GBR",6,"207B",3.6,6,5.5,6,6.5,6.5,6,6.5,"66.60","4",478.15,"2",38.6," men's 10m platform","semifinal b","2016","World_Series_Beijing"
3,"AUFFRET Benjamin","FRA",1,"407C",3.2,7,6.5,7,6.5,7,6.5,7,"65.60","3",65.6,"3",27.9," men's 10m platform","semifinal b","2016","World_Series_Beijing"
3,"AUFFRET Benjamin","FRA",2,"307C",3.4,6.5,6.5,6.5,7,6.5,7.5,7,"68.00","4",133.6,"4",45.65," men's 10m platform","semifinal b","2016","World_Series_Beijing"
3,"AUFFRET Benjamin","FRA",3,"107B",3,7.5,8,8,7.5,8,7.5,7,"69.00","2",202.6,"4",23.9," men's 10m platform","semifinal b","2016","World_Series_Beijing"
3,"AUFFRET Benjamin","FRA",4,"207C",3.3,8,7.5,8,8,7,7.5,8,"77.55","3",280.15,"3",43.55," men's 10m platform","semifinal b","2016","World_Series_Beijing"
3,"AUFFRET Benjamin","FRA",5,"626C",3.3,4.5,5,4.5,4.5,5,3.5,4,"44.55","5",324.7,"3",94," men's 10m platform","semifinal b","2016","World_Series_Beijing"
3,"AUFFRET Benjamin","FRA",6,"5255B",3.6,8,7.5,7.5,7,8,7.5,7,"81.00","2",405.7,"3",111.05," men's 10m platform","semifinal b","2016","World_Series_Beijing"
4,"RIENDEAU Vincent","CAN",1,"107B",3,6.5,6.5,7,7,6.5,6.5,7,"60.00","4",60,"4",33.5," men's 10m platform","semifinal b","2016","World_Series_Beijing"
4,"RIENDEAU Vincent","CAN",2,"626C",3.3,7,8,7.5,7.5,6.5,7.5,7.5,"74.25","3",134.25,"3",45," men's 10m platform","semifinal b","2016","World_Series_Beijing"
4,"RIENDEAU Vincent","CAN",3,"207C",3.3,7,7,7.5,7,6,7,8,"69.30","1",203.55,"3",22.95," men's 10m platform","semifinal b","2016","World_Series_Beijing"
4,"RIENDEAU Vincent","CAN",4,"407C",3.2,5.5,6,6,5.5,5,6,5.5,"54.40","5",257.95,"4",65.75," men's 10m platform","semifinal b","2016","World_Series_Beijing"
4,"RIENDEAU Vincent","CAN",5,"307C",3.4,6,5.5,5.5,6,6,6.5,7,"61.20","3",319.15,"4",99.55," men's 10m platform","semifinal b","2016","World_Series_Beijing"
4,"RIENDEAU Vincent","CAN",6,"5253B",3.2,7,7,7,7,7.5,6.5,7,"67.20","3",386.35,"4",130.4," men's 10m platform","semifinal b","2016","World_Series_Beijing"
5,"SHLEIKHER Nikita","RUS",1,"407C",3.2,6,6,6,6,6,6,6.5,"57.60","5",57.6,"5",35.9," men's 10m platform","semifinal b","2016","World_Series_Beijing"
5,"SHLEIKHER Nikita","RUS",2,"109C",3.7,5.5,6,5,5.5,6.5,5.5,6.5,"62.90","5",120.5,"5",58.75," men's 10m platform","semifinal b","2016","World_Series_Beijing"
5,"SHLEIKHER Nikita","RUS",3,"207C",3.3,5,5,6,5.5,5.5,4.5,6.5,"52.80","4",173.3,"5",53.2," men's 10m platform","semifinal b","2016","World_Series_Beijing"
5,"SHLEIKHER Nikita","RUS",4,"307C",3.4,7,7,7,7,7,7.5,6.5,"71.40","4",244.7,"5",79," men's 10m platform","semifinal b","2016","World_Series_Beijing"
5,"SHLEIKHER Nikita","RUS",5,"626C",3.3,6,5.5,6.5,5.5,5.5,5,6,"56.10","4",300.8,"5",117.9," men's 10m platform","semifinal b","2016","World_Series_Beijing"
5,"SHLEIKHER Nikita","RUS",6,"5337D",3.4,4.5,4.5,4.5,5,4.5,4.5,4.5,"45.90","5",346.7,"5",170.05," men's 10m platform","semifinal b","2016","World_Series_Beijing"
1,"REN Qian","CHN",1,"107B",3,8,8,8,7.5,8.5,8.5,8,"72.00","=1",72,"=1",NA,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
1,"REN Qian","CHN",2,"407C",3.2,9,9,8.5,8.5,8.5,8.5,8.5,"81.60","1",153.6,"1",NA,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
1,"REN Qian","CHN",3,"207C",3.3,6,5.5,5.5,5.5,5.5,5,5.5,"54.45","4",208.05,"2",11.15,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
1,"REN Qian","CHN",4,"6243D",3.2,8.5,8.5,8,8,8,8.5,8.5,"80.00","1",288.05,"2",0.45,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
1,"REN Qian","CHN",5,"5253B",3.2,9,9,8.5,8.5,8.5,9,9,"84.80","1",372.85,"1",NA,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
2,"SI Yajie","CHN",1,"107B",3,8,8,8,8,8,8,7.5,"72.00","=1",72,"=1",NA,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
2,"SI Yajie","CHN",2,"407C",3.2,8,8,7.5,8,7.5,7.5,7.5,"73.60","2",145.6,"2",8,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
2,"SI Yajie","CHN",3,"6243D",3.2,8,8,8,7.5,7.5,7.5,7.5,"73.60","2",219.2,"1",NA,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
2,"SI Yajie","CHN",4,"207C",3.3,8,7,7,7,7,7,7,"69.30","=3",288.5,"1",NA,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
2,"SI Yajie","CHN",5,"5253B",3.2,8,7.5,7.5,8,7.5,7.5,8,"73.60","2",362.1,"2",10.75,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
3,"COUCH Tonia","GBR",1,"107B",3,6.5,6.5,6.5,6,6.5,6.5,5.5,"58.50","5",58.5,"5",13.5,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
3,"COUCH Tonia","GBR",2,"6243D",3.2,7.5,7,7,7,6.5,7.5,7,"67.20","3",125.7,"4",27.9,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
3,"COUCH Tonia","GBR",3,"407C",3.2,8,8,7,7.5,8,8,8,"76.80","1",202.5,"3",16.7,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
3,"COUCH Tonia","GBR",4,"5253B",3.2,7,7.5,7,7.5,7.5,7.5,7,"70.40","2",272.9,"3",15.6,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
3,"COUCH Tonia","GBR",5,"305C",2.8,7.5,8,8,8,8,8,8,"67.20","4",340.1,"3",32.75,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
4,"FILION Roseline","CAN",1,"405B",2.8,7.5,7,7.5,7.5,7.5,7.5,7,"63.00","4",63,"4",9,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
4,"FILION Roseline","CAN",2,"207C",3.3,6,6,6.5,6,6,6.5,6.5,"61.05","5",124.05,"5",29.55,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
4,"FILION Roseline","CAN",3,"107B",3,6.5,6,6.5,6.5,6.5,6,6,"57.00","3",181.05,"5",38.15,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
4,"FILION Roseline","CAN",4,"626C",3.3,7,7,7,6.5,7,7,7,"69.30","=3",250.35,"4",38.15,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
4,"FILION Roseline","CAN",5,"5253B",3.2,7.5,7.5,7.5,7,7.5,7,7,"70.40","3",320.75,"4",52.1,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
5,"COZAD Amy","USA",1,"5253B",3.2,7,7,7,7,7,6.5,7,"67.20","3",67.2,"3",4.8,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
5,"COZAD Amy","USA",2,"6243D",3.2,6.5,6.5,6.5,6.5,5.5,6,6.5,"62.40","4",129.6,"3",24,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
5,"COZAD Amy","USA",3,"107B",3,6,6,6,6,6,6,6,"54.00","5",183.6,"4",35.6,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
5,"COZAD Amy","USA",4,"207C",3.3,5,5.5,5,4.5,4.5,4.5,4.5,"46.20","6",229.8,"5",58.7,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
5,"COZAD Amy","USA",5,"407C",3.2,6,6,6,6,6,6,6,"57.60","6",287.4,"5",85.45,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
6,"BATKI Noemi","ITA",1,"107B",3,5.5,5.5,6,5.5,5.5,5.5,6,"49.50","6",49.5,"6",22.5,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
6,"BATKI Noemi","ITA",2,"5253B",3.2,3.5,3.5,3.5,3,3,3,3.5,"32.00","6",81.5,"6",72.1,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
6,"BATKI Noemi","ITA",3,"6243D",3.2,2.5,2.5,2,2.5,2.5,2.5,2.5,"24.00","6",105.5,"6",113.7,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
6,"BATKI Noemi","ITA",4,"407C",3.2,6.5,7,6.5,6.5,6.5,7,6.5,"62.40","5",167.9,"6",120.6,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
6,"BATKI Noemi","ITA",5,"305C",2.8,7.5,7.5,7,7.5,7.5,7,7.5,"63.00","5",230.9,"6",141.95,"women's 10m platform","semifinal b","2016","World_Series_Beijing"
1,"CAO Yuan","CHN",1,"407C",3.4,8,7.5,8,8,7.5,7.5,8.5,"79.90","4",79.9,"4",1.7," men's 3m springboard","final","2016","World_Series_Beijing"
1,"CAO Yuan","CHN",2,"5337D",3.5,8,7.5,9,8,8.5,8,8.5,"85.75","2",165.65,"3",2.65," men's 3m springboard","final","2016","World_Series_Beijing"
1,"CAO Yuan","CHN",3,"307C",3.5,8.5,8,8.5,8,8,8.5,8.5,"87.50","1",253.15,"1",NA," men's 3m springboard","final","2016","World_Series_Beijing"
1,"CAO Yuan","CHN",4,"207C",3.6,7,6,6.5,6.5,6,6.5,7.5,"70.20","4",323.35,"1",NA," men's 3m springboard","final","2016","World_Series_Beijing"
1,"CAO Yuan","CHN",5,"5154B",3.4,8,7.5,8,8,8.5,8,8.5,"81.60","1",404.95,"1",NA," men's 3m springboard","final","2016","World_Series_Beijing"
1,"CAO Yuan","CHN",6,"109C",3.8,8,8,8.5,8.5,8,8,8.5,"93.10","3",498.05,"1",NA," men's 3m springboard","final","2016","World_Series_Beijing"
2,"HE Chao","CHN",1,"5154B",3.4,7.5,7.5,8,8,8.5,8,8.5,"81.60","=1",81.6,"=1",NA," men's 3m springboard","final","2016","World_Series_Beijing"
2,"HE Chao","CHN",2,"407C",3.4,7.5,8.5,8.5,8.5,8.5,8,8.5,"86.70","1",168.3,"1",NA," men's 3m springboard","final","2016","World_Series_Beijing"
2,"HE Chao","CHN",3,"5172B",3.7,6.5,6,7,6,6.5,6.5,6.5,"72.15","6",240.45,"3",12.7," men's 3m springboard","final","2016","World_Series_Beijing"
2,"HE Chao","CHN",4,"307C",3.5,5.5,5,6,5,5,6,6,"57.75","6",298.2,"6",25.15," men's 3m springboard","final","2016","World_Series_Beijing"
2,"HE Chao","CHN",5,"207C",3.6,7,7.5,7.5,7,7,7.5,7.5,"79.20","2",377.4,"3",27.55," men's 3m springboard","final","2016","World_Series_Beijing"
2,"HE Chao","CHN",6,"109C",3.8,8,8.5,8.5,8.5,8,7,8.5,"95.00","=1",472.4,"2",25.65," men's 3m springboard","final","2016","World_Series_Beijing"
3,"KUZNETSOV Evgenii","RUS",1,"407C",3.4,7.5,8,7.5,7.5,7.5,7.5,8,"76.50","5",76.5,"5",5.1," men's 3m springboard","final","2016","World_Series_Beijing"
3,"KUZNETSOV Evgenii","RUS",2,"5154B",3.4,7.5,8,8,7.5,7.5,8,7.5,"78.20","4",154.7,"4",13.6," men's 3m springboard","final","2016","World_Series_Beijing"
3,"KUZNETSOV Evgenii","RUS",3,"5156B",3.9,6.5,7,7,6.5,7,6.5,7,"79.95","3",234.65,"4",18.5," men's 3m springboard","final","2016","World_Series_Beijing"
3,"KUZNETSOV Evgenii","RUS",4,"207C",3.6,6,6.5,6,6,6,6,5.5,"64.80","5",299.45,"4",23.9," men's 3m springboard","final","2016","World_Series_Beijing"
3,"KUZNETSOV Evgenii","RUS",5,"307C",3.5,7,7.5,7,6.5,7,6.5,6.5,"71.75","5",371.2,"5",33.75," men's 3m springboard","final","2016","World_Series_Beijing"
3,"KUZNETSOV Evgenii","RUS",6,"109C",3.8,8.5,8.5,8.5,8,8.5,8,8,"95.00","=1",466.2,"3",31.85," men's 3m springboard","final","2016","World_Series_Beijing"
