"rank","name","dcountry","divenum","divecode","DD","J1","J2","J3","J4","J5","J6","J7","divepts","diverank","totalpts","overallrank","pointsbehind","event","round","year","competition"
4,"PACHECO Rommel","SMF",1,"407C",3.4,7.5,8.5,8,7.5,8,8,8,"81.60","=1",81.6,"=1",NA," men's 3m springboard","final","2016","World_Series_Beijing"
4,"PACHECO Rommel","SMF",2,"205B",3,7.5,7.5,7.5,8,7.5,7.5,7.5,"67.50","6",149.1,"5",19.2," men's 3m springboard","final","2016","World_Series_Beijing"
4,"PACHECO Rommel","SMF",3,"5154B",3.4,7.5,7.5,7.5,8,8,7.5,7.5,"76.50","5",225.6,"5",27.55," men's 3m springboard","final","2016","World_Series_Beijing"
4,"PACHECO Rommel","SMF",4,"5353B",3.3,7.5,7.5,7.5,7.5,7.5,7.5,7.5,"74.25","2",299.85,"3",23.5," men's 3m springboard","final","2016","World_Series_Beijing"
4,"PACHECO Rommel","SMF",5,"307C",3.5,7,6,6,6.5,7,7,6.5,"70.00","6",369.85,"6",35.1," men's 3m springboard","final","2016","World_Series_Beijing"
4,"PACHECO Rommel","SMF",6,"109C",3.8,7.5,8,7.5,7,7,7,7.5,"83.60","4",453.45,"4",44.6," men's 3m springboard","final","2016","World_Series_Beijing"
5,"ZAKHAROV Ilia","RUS",1,"407C",3.4,8,7.5,8,8,8.5,8,7.5,"81.60","=1",81.6,"=1",NA," men's 3m springboard","final","2016","World_Series_Beijing"
5,"ZAKHAROV Ilia","RUS",2,"207C",3.6,7.5,8,8,8,8,7.5,7.5,"84.60","3",166.2,"2",2.1," men's 3m springboard","final","2016","World_Series_Beijing"
5,"ZAKHAROV Ilia","RUS",3,"307C",3.5,8,8,7.5,7,7.5,8,7.5,"80.50","2",246.7,"2",6.45," men's 3m springboard","final","2016","World_Series_Beijing"
5,"ZAKHAROV Ilia","RUS",4,"5154B",3.4,7,7,7,8,7,7.5,7.5,"73.10","3",319.8,"2",3.55," men's 3m springboard","final","2016","World_Series_Beijing"
5,"ZAKHAROV Ilia","RUS",5,"5156B",3.9,6,6.5,7,6.5,6.5,6,6,"74.10","4",393.9,"2",11.05," men's 3m springboard","final","2016","World_Series_Beijing"
5,"ZAKHAROV Ilia","RUS",6,"109C",3.8,5.5,5.5,4.5,5.5,5,5,4,"58.90","5",452.8,"5",45.25," men's 3m springboard","final","2016","World_Series_Beijing"
6,"LAUGHER Jack","GBR",1,"5154B",3.4,7,7.5,7,7,7,7,7.5,"71.40","6",71.4,"6",10.2," men's 3m springboard","final","2016","World_Series_Beijing"
6,"LAUGHER Jack","GBR",2,"307C",3.5,7,6,6.5,6,7,7,7,"71.75","5",143.15,"6",25.15," men's 3m springboard","final","2016","World_Series_Beijing"
6,"LAUGHER Jack","GBR",3,"407C",3.4,8,7.5,7.5,7.5,8,8,7.5,"78.20","4",221.35,"6",31.8," men's 3m springboard","final","2016","World_Series_Beijing"
6,"LAUGHER Jack","GBR",4,"5156B",3.9,7,6.5,6.5,6.5,7,7,6.5,"78.00","1",299.35,"5",24," men's 3m springboard","final","2016","World_Series_Beijing"
6,"LAUGHER Jack","GBR",5,"109C",3.8,7,7,7,7,6.5,6.5,6.5,"77.90","3",377.25,"4",27.7," men's 3m springboard","final","2016","World_Series_Beijing"
6,"LAUGHER Jack","GBR",6,"207C",3.6,5,3.5,5,4,4.5,4,4.5,"46.80","6",424.05,"6",74," men's 3m springboard","final","2016","World_Series_Beijing"
1,"SHI Tingmao","CHN",1,"405B",3,8.5,8.5,8.5,9,8.5,9,8.5,"76.50","1",76.5,"1",NA,"women's 3m springboard","final","2016","World_Series_Beijing"
1,"SHI Tingmao","CHN",2,"205B",3,8.5,9,8.5,8,8.5,9,8.5,"76.50","1",153,"1",NA,"women's 3m springboard","final","2016","World_Series_Beijing"
1,"SHI Tingmao","CHN",3,"305B",3,8,8.5,8.5,9,8.5,9,8.5,"76.50","1",229.5,"1",NA,"women's 3m springboard","final","2016","World_Series_Beijing"
1,"SHI Tingmao","CHN",4,"107B",3.1,5.5,5,4.5,5.5,5.5,6,4.5,"49.60","6",279.1,"1",NA,"women's 3m springboard","final","2016","World_Series_Beijing"
1,"SHI Tingmao","CHN",5,"5152B",3,7.5,7.5,8,7.5,8,8,7.5,"69.00","3",348.1,"1",NA,"women's 3m springboard","final","2016","World_Series_Beijing"
2,"HE Zi","CHN",1,"405B",3,8.5,8,8.5,8,9,8.5,8,"75.00","2",75,"2",1.5,"women's 3m springboard","final","2016","World_Series_Beijing"
2,"HE Zi","CHN",2,"305B",3,7,7,7.5,7,7,8,7,"63.00","3",138,"2",15,"women's 3m springboard","final","2016","World_Series_Beijing"
2,"HE Zi","CHN",3,"107B",3.1,6.5,7,7,7.5,7,8,7,"65.10","4",203.1,"2",26.4,"women's 3m springboard","final","2016","World_Series_Beijing"
2,"HE Zi","CHN",4,"205B",3,8.5,8,8.5,8,8,8,8,"72.00","3",275.1,"2",4,"women's 3m springboard","final","2016","World_Series_Beijing"
2,"HE Zi","CHN",5,"5152B",3,7,6.5,7,6.5,7,7.5,7,"63.00","6",338.1,"2",10,"women's 3m springboard","final","2016","World_Series_Beijing"
3,"WARE Pamela","CAN",1,"205B",3,7.5,7.5,8,7,7,7.5,7.5,"67.50","3",67.5,"3",9,"women's 3m springboard","final","2016","World_Series_Beijing"
3,"WARE Pamela","CAN",2,"107B",3.1,6.5,6.5,6.5,7,6.5,7,6.5,"60.45","4",127.95,"4",25.05,"women's 3m springboard","final","2016","World_Series_Beijing"
3,"WARE Pamela","CAN",3,"405B",3,7.5,7,7,7,7,7,7,"63.00","5",190.95,"4",38.55,"women's 3m springboard","final","2016","World_Series_Beijing"
3,"WARE Pamela","CAN",4,"305B",3,7,7,7,7,6.5,6.5,6.5,"61.50","4",252.45,"3",26.65,"women's 3m springboard","final","2016","World_Series_Beijing"
3,"WARE Pamela","CAN",5,"5154B",3.4,7,7,6.5,7,6,6.5,7,"69.70","2",322.15,"3",25.95,"women's 3m springboard","final","2016","World_Series_Beijing"
4,"NEDOBIGA Anastasiia","UKR",1,"405B",3,7.5,7,7,6.5,7,7,7,"63.00","=4",63,"=4",13.5,"women's 3m springboard","final","2016","World_Series_Beijing"
4,"NEDOBIGA Anastasiia","UKR",2,"107B",3.1,7,7.5,7.5,7.5,7.5,7.5,7.5,"69.75","2",132.75,"3",20.25,"women's 3m springboard","final","2016","World_Series_Beijing"
4,"NEDOBIGA Anastasiia","UKR",3,"305B",3,6.5,6.5,7,7,6.5,7,7,"61.50","6",194.25,"3",35.25,"women's 3m springboard","final","2016","World_Series_Beijing"
4,"NEDOBIGA Anastasiia","UKR",4,"205B",3,6.5,6.5,6.5,6,6.5,6,6,"57.00","5",251.25,"4",27.85,"women's 3m springboard","final","2016","World_Series_Beijing"
4,"NEDOBIGA Anastasiia","UKR",5,"5152B",3,7.5,7,7.5,7.5,7.5,7.5,7,"67.50","=4",318.75,"4",29.35,"women's 3m springboard","final","2016","World_Series_Beijing"
5,"ABEL Jennifer","CAN",1,"405B",3,5.5,5.5,5.5,4.5,4.5,5,4.5,"45.00","6",45,"6",31.5,"women's 3m springboard","final","2016","World_Series_Beijing"
5,"ABEL Jennifer","CAN",2,"305B",3,5.5,4.5,4.5,4.5,4.5,4.5,4,"40.50","5",85.5,"5",67.5,"women's 3m springboard","final","2016","World_Series_Beijing"
5,"ABEL Jennifer","CAN",3,"107B",3.1,8,7.5,7.5,8,7.5,7.5,8,"71.30","2",156.8,"5",72.7,"women's 3m springboard","final","2016","World_Series_Beijing"
5,"ABEL Jennifer","CAN",4,"5154B",3.4,7.5,7,7.5,7.5,7.5,7.5,7,"76.50","1",233.3,"5",45.8,"women's 3m springboard","final","2016","World_Series_Beijing"
5,"ABEL Jennifer","CAN",5,"205B",3,7.5,7.5,7.5,7,7.5,7.5,7.5,"67.50","=4",300.8,"5",47.3,"women's 3m springboard","final","2016","World_Series_Beijing"
6,"KEENEY Maddison","AUS",1,"205B",3,7,7.5,7.5,7,7,7,7,"63.00","=4",63,"=4",13.5,"women's 3m springboard","final","2016","World_Series_Beijing"
6,"KEENEY Maddison","AUS",2,"305B",3,0,0,0,0,0,0,0,"0.00","6",63,"6",90,"women's 3m springboard","final","2016","World_Series_Beijing"
6,"KEENEY Maddison","AUS",3,"405B",3,7,7,7.5,7.5,7.5,7,7.5,"66.00","3",129,"6",100.5,"women's 3m springboard","final","2016","World_Series_Beijing"
6,"KEENEY Maddison","AUS",4,"107B",3.1,8,8,8.5,8.5,8.5,8,8,"75.95","2",204.95,"6",74.15,"women's 3m springboard","final","2016","World_Series_Beijing"
6,"KEENEY Maddison","AUS",5,"5154B",3.4,8,8,8,7.5,7.5,7,7,"78.20","1",283.15,"6",64.95,"women's 3m springboard","final","2016","World_Series_Beijing"
1,"CHEN Aisen","CHN",1,"307C",3.4,9.5,9,9.5,9.5,9,9.5,9,"95.20","=1",95.2,"=1",NA," men's 10m platform","final","2016","World_Series_Beijing"
1,"CHEN Aisen","CHN",2,"407B",3.5,9.5,8.5,9,8,9.5,8,8.5,"91.00","1",186.2,"1",NA," men's 10m platform","final","2016","World_Series_Beijing"
1,"CHEN Aisen","CHN",3,"6245D",3.6,9.5,9.5,9,9,9.5,9,9,"99.00","1",285.2,"1",NA," men's 10m platform","final","2016","World_Series_Beijing"
1,"CHEN Aisen","CHN",4,"207B",3.6,8.5,8.5,8.5,8,9,8.5,8.5,"91.80","2",377,"1",NA," men's 10m platform","final","2016","World_Series_Beijing"
1,"CHEN Aisen","CHN",5,"109C",3.7,9.5,9.5,9,9.5,9,9.5,9,"103.60","2",480.6,"1",NA," men's 10m platform","final","2016","World_Series_Beijing"
1,"CHEN Aisen","CHN",6,"5255B",3.6,8,9,9,8.5,8.5,8.5,8,"91.80","3",572.4,"1",NA," men's 10m platform","final","2016","World_Series_Beijing"
2,"QIU Bo","CHN",1,"307C",3.4,9.5,9.5,9,9,9.5,9,10,"95.20","=1",95.2,"=1",NA," men's 10m platform","final","2016","World_Series_Beijing"
2,"QIU Bo","CHN",2,"407B",3.5,9,8.5,8.5,8.5,8.5,9,8.5,"89.25","3",184.45,"2",1.75," men's 10m platform","final","2016","World_Series_Beijing"
2,"QIU Bo","CHN",3,"626B",3.5,8.5,8,8.5,8,8.5,8.5,8,"87.50","3",271.95,"2",13.25," men's 10m platform","final","2016","World_Series_Beijing"
2,"QIU Bo","CHN",4,"207B",3.6,8.5,8.5,8.5,8.5,9,9,9,"93.60","1",365.55,"2",11.45," men's 10m platform","final","2016","World_Series_Beijing"
2,"QIU Bo","CHN",5,"5156B",3.8,9.5,9.5,9,8.5,9,9.5,8.5,"104.50","1",470.05,"2",10.55," men's 10m platform","final","2016","World_Series_Beijing"
2,"QIU Bo","CHN",6,"109C",3.7,9,8.5,9,8.5,8.5,8.5,8.5,"94.35","1",564.4,"2",8," men's 10m platform","final","2016","World_Series_Beijing"
3,"MINIBAEV Victor","RUS",1,"407C",3.2,8.5,9,8.5,8.5,8,8.5,8.5,"81.60","4",81.6,"4",13.6," men's 10m platform","final","2016","World_Series_Beijing"
3,"MINIBAEV Victor","RUS",2,"109C",3.7,8,8.5,8,8.5,8,8.5,8,"90.65","2",172.25,"3",13.95," men's 10m platform","final","2016","World_Series_Beijing"
3,"MINIBAEV Victor","RUS",3,"307C",3.4,8,8,8,7.5,8,8,8,"81.60","4",253.85,"4",31.35," men's 10m platform","final","2016","World_Series_Beijing"
3,"MINIBAEV Victor","RUS",4,"6245D",3.6,7,8,7,7.5,8,8,7,"81.00","4",334.85,"4",42.15," men's 10m platform","final","2016","World_Series_Beijing"
3,"MINIBAEV Victor","RUS",5,"207B",3.6,7,7.5,7.5,7,7.5,7.5,7,"79.20","3",414.05,"4",66.55," men's 10m platform","final","2016","World_Series_Beijing"
3,"MINIBAEV Victor","RUS",6,"5255B",3.6,8.5,9,8.5,8.5,9,9,8.5,"93.60","2",507.65,"3",64.75," men's 10m platform","final","2016","World_Series_Beijing"
4,"DALEY Thomas","GBR",1,"407C",3.2,8.5,9,9,9,9,9,9,"86.40","3",86.4,"3",8.8," men's 10m platform","final","2016","World_Series_Beijing"
4,"DALEY Thomas","GBR",2,"5172B",3.6,8,7.5,8,7.5,7,7.5,7.5,"81.00","5",167.4,"4",18.8," men's 10m platform","final","2016","World_Series_Beijing"
4,"DALEY Thomas","GBR",3,"626B",3.5,9,9,9,9,9,8,8.5,"94.50","2",261.9,"3",23.3," men's 10m platform","final","2016","World_Series_Beijing"
4,"DALEY Thomas","GBR",4,"109C",3.7,8,8,8,8,8,8,8.5,"88.80","3",350.7,"3",26.3," men's 10m platform","final","2016","World_Series_Beijing"
4,"DALEY Thomas","GBR",5,"307C",3.4,6.5,6.5,7.5,7,7,7,7,"71.40","4",422.1,"3",58.5," men's 10m platform","final","2016","World_Series_Beijing"
4,"DALEY Thomas","GBR",6,"207B",3.6,7.5,8,8.5,8,8,7.5,7.5,"84.60","4",506.7,"4",65.7," men's 10m platform","final","2016","World_Series_Beijing"
5,"AUFFRET Benjamin","FRA",1,"407C",3.2,8.5,8.5,8.5,8,8,8.5,8,"80.00","5",80,"5",15.2," men's 10m platform","final","2016","World_Series_Beijing"
5,"AUFFRET Benjamin","FRA",2,"307C",3.4,7,7,7,7,7,7,7,"71.40","6",151.4,"5",34.8," men's 10m platform","final","2016","World_Series_Beijing"
5,"AUFFRET Benjamin","FRA",3,"107B",3,8.5,8,7.5,7,7.5,7.5,7.5,"67.50","5",218.9,"5",66.3," men's 10m platform","final","2016","World_Series_Beijing"
5,"AUFFRET Benjamin","FRA",4,"207C",3.3,7,7,7.5,7,6.5,7,6.5,"69.30","6",288.2,"5",88.8," men's 10m platform","final","2016","World_Series_Beijing"
5,"AUFFRET Benjamin","FRA",5,"626C",3.3,7,7,6.5,7.5,6.5,7,6.5,"67.65","5",355.85,"5",124.75," men's 10m platform","final","2016","World_Series_Beijing"
5,"AUFFRET Benjamin","FRA",6,"5255B",3.6,7.5,7,7,7.5,8,7,8,"79.20","6",435.05,"5",137.35," men's 10m platform","final","2016","World_Series_Beijing"
6,"BOUDIA David","USA",1,"6245D",3.6,6,5.5,7,6.5,6,5.5,5.5,"63.00","6",63,"6",32.2," men's 10m platform","final","2016","World_Series_Beijing"
6,"BOUDIA David","USA",2,"407C",3.2,8.5,8.5,8.5,9,9,8.5,9,"83.20","4",146.2,"6",40," men's 10m platform","final","2016","World_Series_Beijing"
6,"BOUDIA David","USA",3,"109C",3.7,5.5,4.5,5.5,4.5,5,5.5,4.5,"55.50","6",201.7,"6",83.5," men's 10m platform","final","2016","World_Series_Beijing"
6,"BOUDIA David","USA",4,"307C",3.4,7.5,8,7,8,7,8,8,"79.90","5",281.6,"6",95.4," men's 10m platform","final","2016","World_Series_Beijing"
6,"BOUDIA David","USA",5,"207B",3.6,5.5,5.5,5,5,5.5,4.5,5.5,"57.60","6",339.2,"6",141.4," men's 10m platform","final","2016","World_Series_Beijing"
6,"BOUDIA David","USA",6,"5255B",3.6,7.5,8,8,7.5,8,7.5,7.5,"82.80","5",422,"6",150.4," men's 10m platform","final","2016","World_Series_Beijing"
1,"SI Yajie","CHN",1,"107B",3,8.5,8,8,8.5,8.5,8,8,"73.50","1",73.5,"1",NA,"women's 10m platform","final","2016","World_Series_Beijing"
1,"SI Yajie","CHN",2,"407C",3.2,8,8,8.5,8,8.5,8,8,"76.80","2",150.3,"1",NA,"women's 10m platform","final","2016","World_Series_Beijing"
1,"SI Yajie","CHN",3,"6243D",3.2,7.5,7.5,8,7.5,8,7.5,7.5,"72.00","=2",222.3,"1",NA,"women's 10m platform","final","2016","World_Series_Beijing"
1,"SI Yajie","CHN",4,"207C",3.3,8.5,8,8.5,8,8,8,8,"79.20","2",301.5,"1",NA,"women's 10m platform","final","2016","World_Series_Beijing"
1,"SI Yajie","CHN",5,"5253B",3.2,8,8,8.5,8.5,8.5,8.5,8.5,"81.60","1",383.1,"1",NA,"women's 10m platform","final","2016","World_Series_Beijing"
2,"REN Qian","CHN",1,"107B",3,7.5,6.5,6.5,6.5,7,7,6.5,"60.00","5",60,"5",13.5,"women's 10m platform","final","2016","World_Series_Beijing"
2,"REN Qian","CHN",2,"407C",3.2,9,9,9,9.5,8.5,9,8.5,"86.40","1",146.4,"2",3.9,"women's 10m platform","final","2016","World_Series_Beijing"
2,"REN Qian","CHN",3,"207C",3.3,7.5,7,7.5,7,8,7.5,7,"72.60","1",219,"2",3.3,"women's 10m platform","final","2016","World_Series_Beijing"
2,"REN Qian","CHN",4,"6243D",3.2,9,8.5,8.5,8.5,9,8.5,8,"81.60","1",300.6,"2",0.9,"women's 10m platform","final","2016","World_Series_Beijing"
2,"REN Qian","CHN",5,"5253B",3.2,8.5,8,8.5,8.5,8.5,8,8,"80.00","2",380.6,"2",2.5,"women's 10m platform","final","2016","World_Series_Beijing"
3,"WU Melissa","AUS",1,"107B",3,8,7.5,7,7.5,7.5,7.5,7.5,"67.50","3",67.5,"3",6,"women's 10m platform","final","2016","World_Series_Beijing"
3,"WU Melissa","AUS",2,"6243D",3.2,5.5,6,5.5,6,6,6,5.5,"56.00","5",123.5,"5",26.8,"women's 10m platform","final","2016","World_Series_Beijing"
3,"WU Melissa","AUS",3,"305C",2.8,8.5,9,8.5,8.5,8.5,8.5,8.5,"71.40","4",194.9,"5",27.4,"women's 10m platform","final","2016","World_Series_Beijing"
3,"WU Melissa","AUS",4,"407C",3.2,7.5,7.5,7,7.5,7.5,7.5,7.5,"72.00","3",266.9,"3",34.6,"women's 10m platform","final","2016","World_Series_Beijing"
3,"WU Melissa","AUS",5,"5253B",3.2,8,8,7.5,8,8,7.5,7,"75.20","3",342.1,"3",41,"women's 10m platform","final","2016","World_Series_Beijing"
4,"BENFEITO Meaghan","CAN",1,"5253B",3.2,7.5,8,7,7,7.5,8,7,"70.40","2",70.4,"2",3.1,"women's 10m platform","final","2016","World_Series_Beijing"
4,"BENFEITO Meaghan","CAN",2,"107B",3,8,8,8,8,8,8.5,8,"72.00","3",142.4,"3",7.9,"women's 10m platform","final","2016","World_Series_Beijing"
4,"BENFEITO Meaghan","CAN",3,"207C",3.3,7,7,6.5,6.5,6.5,7,7,"67.65","5",210.05,"3",12.25,"women's 10m platform","final","2016","World_Series_Beijing"
4,"BENFEITO Meaghan","CAN",4,"6243D",3.2,5.5,5.5,4.5,5.5,5.5,5.5,4.5,"52.80","6",262.85,"4",38.65,"women's 10m platform","final","2016","World_Series_Beijing"
4,"BENFEITO Meaghan","CAN",5,"407C",3.2,8,7.5,7.5,7.5,7.5,7.5,7.5,"72.00","4",334.85,"4",48.25,"women's 10m platform","final","2016","World_Series_Beijing"
5,"COUCH Tonia","GBR",1,"107B",3,7,6.5,6.5,6.5,6.5,6.5,6,"58.50","6",58.5,"6",15,"women's 10m platform","final","2016","World_Series_Beijing"
5,"COUCH Tonia","GBR",2,"6243D",3.2,6.5,7,7.5,7.5,7,7,6.5,"67.20","4",125.7,"4",24.6,"women's 10m platform","final","2016","World_Series_Beijing"
5,"COUCH Tonia","GBR",3,"407C",3.2,7.5,7.5,7.5,7.5,7.5,7.5,7.5,"72.00","=2",197.7,"4",24.6,"women's 10m platform","final","2016","World_Series_Beijing"
5,"COUCH Tonia","GBR",4,"5253B",3.2,7,6.5,6,6.5,7,6.5,6,"62.40","=4",260.1,"5",41.4,"women's 10m platform","final","2016","World_Series_Beijing"
5,"COUCH Tonia","GBR",5,"305C",2.8,6,6.5,6,6.5,6.5,6.5,6.5,"54.60","5",314.7,"5",68.4,"women's 10m platform","final","2016","World_Series_Beijing"
6,"MARINO Laura","FRA",1,"407C",3.2,7.5,7,7,7.5,7,7,7,"67.20","4",67.2,"4",6.3,"women's 10m platform","final","2016","World_Series_Beijing"
6,"MARINO Laura","FRA",2,"107B",3,5,5.5,5.5,5,5.5,5,6,"48.00","6",115.2,"6",35.1,"women's 10m platform","final","2016","World_Series_Beijing"
6,"MARINO Laura","FRA",3,"205B",2.9,7.5,7.5,7.5,7.5,7.5,7.5,7,"65.25","6",180.45,"6",41.85,"women's 10m platform","final","2016","World_Series_Beijing"
6,"MARINO Laura","FRA",4,"6243D",3.2,6.5,6.5,6.5,6.5,6.5,7,7,"62.40","=4",242.85,"6",58.65,"women's 10m platform","final","2016","World_Series_Beijing"
6,"MARINO Laura","FRA",5,"5152B",2.9,4.5,4.5,5,4.5,5,4.5,4,"39.15","6",282,"6",101.1,"women's 10m platform","final","2016","World_Series_Beijing"
1,"HE Chao","CHN",1,"5154B",3.4,8.5,8.5,8.5,8.5,8.5,8.5,8.5,"86.7","1",86.7,"1",NA," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
1,"HE Chao","CHN",2,"407C",3.4,7,7.5,7,6,7,7,7.5,"71.4","4",158.1,"2",9.25," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
1,"HE Chao","CHN",3,"5172B",3.7,8,8,7.5,8.5,7,7,8,"86.95","1",245.05,"2",9," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
1,"HE Chao","CHN",4,"307C",3.5,8.5,8.5,8,8.5,8.5,8.5,8.5,"89.25","2",334.3,"2",13.35," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
1,"HE Chao","CHN",5,"207C",3.6,7.5,7.5,8,8,7.5,7.5,8,"82.8","2",417.1,"2",8.45," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
1,"HE Chao","CHN",6,"109C",3.8,8.5,8.5,8.5,8.5,8.5,9,8.5,"96.9","1",514,"1",NA," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
2,"LAUGHER Jack","GBR",1,"5154B",3.4,7,8,8,8,8,8,8,"81.6","2",81.6,"2",5.1," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
2,"LAUGHER Jack","GBR",2,"307C",3.5,8.5,8,7.5,8,8,8.5,8.5,"85.75","1",167.35,"1",NA," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
2,"LAUGHER Jack","GBR",3,"407C",3.4,8.5,8.5,8.5,8.5,8.5,8.5,8,"86.7","2",254.05,"1",NA," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
2,"LAUGHER Jack","GBR",4,"5156B",3.9,7.5,8,8,8,7.5,8,8,"93.6","1",347.65,"1",NA," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
2,"LAUGHER Jack","GBR",5,"109C",3.8,6.5,7,6.5,7.5,7,7,6,"77.9","4",425.55,"1",NA," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
2,"LAUGHER Jack","GBR",6,"207C",3.6,6,6.5,5.5,7,5.5,6,4.5,"63","5",488.55,"2",25.45," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
3,"PACHECO Rommel","SMF",1,"407C",3.4,7.5,7.5,7.5,7.5,7.5,7.5,8,"76.5","3",76.5,"3",10.2," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
3,"PACHECO Rommel","SMF",2,"205B",3,7,7.5,7.5,8,7.5,7.5,8,"67.5","5",144,"3",23.35," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
3,"PACHECO Rommel","SMF",3,"5154B",3.4,8.5,8.5,8,8,8.5,8,7.5,"83.3","3",227.3,"3",26.75," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
3,"PACHECO Rommel","SMF",4,"5353B",3.3,8,8,7.5,8,7.5,7.5,7,"75.9","4",303.2,"3",44.45," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
3,"PACHECO Rommel","SMF",5,"307C",3.5,8,8,8,8,8.5,7.5,8.5,"84","1",387.2,"3",38.35," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
3,"PACHECO Rommel","SMF",6,"109C",3.8,8.5,8,8,8,8,7.5,8,"91.2","3",478.4,"3",35.6," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
4,"IMBEAU-DULAC Francois","CAN",1,"405B",3,7,7.5,7.5,7.5,7.5,7.5,6.5,"67.5","4",67.5,"4",19.2," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
4,"IMBEAU-DULAC Francois","CAN",2,"107B",3.1,8,8,8,8,8,8,7.5,"74.4","3",141.9,"4",25.45," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
4,"IMBEAU-DULAC Francois","CAN",3,"205B",3,7.5,7.5,7.5,7.5,7.5,7.5,7.5,"67.5","4",209.4,"4",44.65," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
4,"IMBEAU-DULAC Francois","CAN",4,"307C",3.5,7.5,7,7.5,7.5,7.5,7.5,7.5,"78.75","3",288.15,"4",59.5," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
4,"IMBEAU-DULAC Francois","CAN",5,"5154B",3.4,8,8.5,8,7.5,8.5,8,8,"81.6","3",369.75,"4",55.8," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
4,"IMBEAU-DULAC Francois","CAN",6,"5156B",3.9,8,8,7.5,8,8,7.5,7.5,"91.65","2",461.4,"4",52.6," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
5,"GAGNE Philippe","CAN",1,"205B",3,6.5,7.5,7,7.5,7,7,7,"63","5",63,"5",23.7," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
5,"GAGNE Philippe","CAN",2,"5154B",3.4,7.5,7.5,8,7.5,7.5,7.5,7,"76.5","2",139.5,"5",27.85," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
5,"GAGNE Philippe","CAN",3,"407C",3.4,6.5,6.5,6.5,7,6.5,6.5,7.5,"66.3","5",205.8,"5",48.25," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
5,"GAGNE Philippe","CAN",4,"109C",3.8,4.5,5,4.5,4.5,4.5,5.5,5.5,"53.2","5",259,"5",88.65," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
5,"GAGNE Philippe","CAN",5,"307C",3.5,4,4,4.5,5.5,4,4,4.5,"43.75","5",302.75,"5",122.8," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
5,"GAGNE Philippe","CAN",6,"5337D",3.5,7.5,8,8,8,8,7.5,8,"84","4",386.75,"5",127.25," men's 3m springboard","semifinal a","2016","World_Series_Dubai"
1,"WANG Han","CHN",1,"405B",3,7.5,7,8,8,8,7.5,8,"70.5","1",70.5,"1",NA,"women's 3m springboard","semifinal a","2016","World_Series_Dubai"
1,"WANG Han","CHN",2,"5152B",3,8,8,7.5,8,8.5,8.5,8.5,"73.5","1",144,"1",NA,"women's 3m springboard","semifinal a","2016","World_Series_Dubai"
1,"WANG Han","CHN",3,"305B",3,8,8,8.5,8.5,8.5,8.5,8.5,"76.5","1",220.5,"1",NA,"women's 3m springboard","semifinal a","2016","World_Series_Dubai"
1,"WANG Han","CHN",4,"107B",3.1,8,7,7.5,7.5,8,7.5,8,"71.3","2",291.8,"1",NA,"women's 3m springboard","semifinal a","2016","World_Series_Dubai"
1,"WANG Han","CHN",5,"205B",3,7.5,6,8.5,7.5,8,8,7.5,"69","2",360.8,"1",NA,"women's 3m springboard","semifinal a","2016","World_Series_Dubai"
2,"KEENEY Maddison","AUS",1,"205B",3,7.5,7.5,7.5,7.5,7.5,7.5,7.5,"67.5","=2",67.5,"=2",3,"women's 3m springboard","semifinal a","2016","World_Series_Dubai"
2,"KEENEY Maddison","AUS",2,"305B",3,6.5,7,7,7.5,7,7,6.5,"63","4",130.5,"3",13.5,"women's 3m springboard","semifinal a","2016","World_Series_Dubai"
2,"KEENEY Maddison","AUS",3,"405B",3,8.5,8.5,8.5,8,8.5,7.5,7.5,"75","2",205.5,"2",15,"women's 3m springboard","semifinal a","2016","World_Series_Dubai"
2,"KEENEY Maddison","AUS",4,"107B",3.1,8,8,8,9,8.5,8,8.5,"75.95","1",281.45,"2",10.35,"women's 3m springboard","semifinal a","2016","World_Series_Dubai"
